策略,杠杆,保证金比例,交易数,多单,空单,胜率,全年收益,最终权益,最大回撤,月内最大回撤,PF,平均单笔,平均盈利,平均亏损,最大单笔盈利,最大单笔亏损,最大连亏,强平,样本外交易,样本外收益,样本外回撤,样本外PF,平均持仓小时
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_5x_10%_T3_无固定止盈_96H,5,0.10,103,52,51,34.95%,-10.83%,891.68,16.46%,5.99%,0.74,-1.05,8.58,-6.22,66.14,-16.82,13,0,38,-10.25%,16.46%,0.52,19.28
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_5x_15%_T3_无固定止盈_96H,5,0.15,121,58,63,34.71%,-9.77%,902.29,18.73%,9.18%,0.85,-0.81,13.11,-8.20,99.81,-25.60,13,0,42,-9.13%,18.73%,0.67,19.18
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_5x_15%_T2.4_3.0R_96H,5,0.15,54,24,30,37.04%,-9.18%,908.23,19.84%,8.76%,0.82,-1.70,21.23,-15.19,76.83,-46.21,7,0,20,-13.16%,18.84%,0.42,44.18
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_5x_20%_T3_无固定止盈_96H,5,0.20,50,22,28,40.00%,-6.79%,932.11,23.01%,14.96%,0.91,-1.36,32.37,-23.85,88.14,-65.51,7,0,18,-11.30%,22.73%,0.64,54.62
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_10x_10%_T3_无固定止盈_96H,10,0.10,50,22,28,40.00%,-6.79%,932.11,23.01%,14.96%,0.91,-1.36,32.37,-23.85,88.14,-65.51,7,0,18,-11.30%,22.73%,0.64,54.62
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_10x_15%_T3_3.0R_336H,10,0.15,34,16,18,35.29%,-1.06%,989.38,33.60%,14.26%,0.99,-0.31,69.68,-38.49,289.41,-132.39,7,0,13,-2.86%,33.60%,0.94,68.30
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_5x_15%_T2.4_3.0R_96H,5,0.15,52,24,28,34.62%,-10.12%,898.82,19.20%,8.76%,0.80,-1.95,21.90,-14.57,75.64,-45.50,8,0,19,-12.71%,18.19%,0.41,44.01
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_8x_20%_T3_3.0R_336H,8,0.20,35,16,19,37.14%,1.13%,1011.33,35.44%,15.16%,1.01,0.32,71.80,-41.91,315.68,-146.30,7,0,13,-2.02%,35.44%,0.96,68.31
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_5x_10%_T3_3.0R_168H,5,0.10,107,54,53,36.45%,-10.02%,899.76,16.46%,5.99%,0.77,-0.94,8.65,-6.44,48.48,-17.10,13,0,39,-10.92%,16.46%,0.48,19.29
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_5x_10%_T3_3.0R_336H,5,0.10,107,54,53,36.45%,-10.02%,899.76,16.46%,5.99%,0.77,-0.94,8.65,-6.44,48.48,-17.10,13,0,39,-10.92%,16.46%,0.48,19.29
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_8x_10%_T3_3.0R_336H,8,0.10,41,19,22,29.27%,-8.77%,912.29,24.52%,11.32%,0.85,-2.14,39.85,-19.52,139.47,-57.92,8,0,16,-7.11%,24.52%,0.77,67.35
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_8x_20%_T3_3.0R_96H,8,0.20,46,21,25,34.78%,-12.49%,875.06,30.05%,21.68%,0.88,-2.72,55.37,-33.70,147.15,-106.39,6,0,17,-1.07%,30.05%,0.98,50.81
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_10%_T3_无固定止盈_168H,8,0.10,39,17,22,46.15%,1.41%,1014.08,23.29%,9.81%,1.03,0.36,29.04,-24.22,77.70,-47.77,9,0,16,-13.55%,23.29%,0.50,68.40
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5x_20%_T2.4_3.0R_168H,5,0.20,42,19,23,33.33%,-6.18%,938.19,20.47%,8.22%,0.89,-1.47,34.49,-19.45,102.12,-51.73,12,0,15,-11.43%,18.68%,0.48,49.61
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_10x_10%_T2.4_3.0R_168H,10,0.10,42,19,23,33.33%,-6.18%,938.19,20.47%,8.22%,0.89,-1.47,34.49,-19.45,102.12,-51.73,12,0,15,-11.43%,18.68%,0.48,49.61
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_5x_10%_T3_3.0R_96H,5,0.10,108,55,53,36.11%,-10.17%,898.34,16.46%,5.99%,0.77,-0.94,8.71,-6.40,48.40,-17.07,13,0,39,-10.92%,16.46%,0.48,18.59
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_20%_T3_无固定止盈_96H,5,0.20,47,21,26,40.43%,-4.64%,953.59,24.20%,12.16%,0.94,-0.99,35.42,-25.69,92.27,-56.23,5,0,18,-12.75%,24.20%,0.64,53.12
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_10%_T3_无固定止盈_96H,10,0.10,47,21,26,40.43%,-4.64%,953.59,24.20%,12.16%,0.94,-0.99,35.42,-25.69,92.27,-56.23,5,0,18,-12.75%,24.20%,0.64,53.12
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_5x_10%_T3_无固定止盈_168H,5,0.10,103,51,52,34.95%,-11.65%,883.54,16.46%,5.99%,0.72,-1.13,8.43,-6.27,65.54,-16.67,13,0,38,-10.25%,16.46%,0.52,20.00
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_5x_10%_T3_无固定止盈_336H,5,0.10,103,51,52,34.95%,-11.65%,883.54,16.46%,5.99%,0.72,-1.13,8.43,-6.27,65.54,-16.67,13,0,38,-10.25%,16.46%,0.52,20.00
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_5x_10%_T3_无固定止盈_96H,5,0.10,104,52,52,34.62%,-11.79%,882.15,16.46%,5.99%,0.72,-1.13,8.50,-6.23,65.43,-16.64,13,0,38,-10.25%,16.46%,0.52,19.26
1H趋势回踩_EMA34_200_S1.6_10x_15%_T3_无固定止盈_96H,10,0.15,160,72,88,26.88%,-28.53%,714.65,36.36%,16.58%,0.79,-1.78,25.40,-11.78,111.38,-39.99,12,0,64,3.86%,15.03%,1.06,18.02
1H趋势回踩_EMA34_200_S1.6_10x_15%_T3_无固定止盈_168H,10,0.15,160,72,88,26.88%,-28.53%,714.65,36.36%,16.58%,0.79,-1.78,25.40,-11.78,111.38,-39.99,12,0,64,3.86%,15.03%,1.06,18.02
1H趋势回踩_EMA34_200_S1.6_10x_15%_T3_无固定止盈_336H,10,0.15,160,72,88,26.88%,-28.53%,714.65,36.36%,16.58%,0.79,-1.78,25.40,-11.78,111.38,-39.99,12,0,64,3.86%,15.03%,1.06,18.02
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_5x_15%_T2.4_无固定止盈_96H,5,0.15,54,24,30,37.04%,-10.35%,896.47,19.84%,8.76%,0.80,-1.92,20.39,-15.04,72.89,-45.61,7,0,20,-13.16%,18.84%,0.42,44.15
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_5x_15%_T3_3.0R_168H,5,0.15,125,61,64,36.00%,-9.14%,908.59,18.73%,9.18%,0.87,-0.73,13.09,-8.51,73.22,-26.05,13,0,43,-10.08%,18.73%,0.63,19.06
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_5x_15%_T3_3.0R_336H,5,0.15,125,61,64,36.00%,-9.14%,908.59,18.73%,9.18%,0.87,-0.73,13.09,-8.51,73.22,-26.05,13,0,43,-10.08%,18.73%,0.63,19.06
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_5x_15%_T3_无固定止盈_336H,5,0.15,39,17,22,41.03%,-3.44%,965.62,21.99%,9.22%,0.93,-0.88,27.00,-20.28,68.50,-42.13,9,0,16,-12.73%,21.99%,0.50,74.91
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_5x_10%_T3_3.0R_168H,5,0.10,108,54,54,36.11%,-10.99%,890.13,16.46%,5.99%,0.75,-1.02,8.58,-6.44,47.96,-16.92,13,0,39,-10.92%,16.46%,0.48,19.27
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_5x_10%_T3_3.0R_336H,5,0.10,108,54,54,36.11%,-10.99%,890.13,16.46%,5.99%,0.75,-1.02,8.58,-6.44,47.96,-16.92,13,0,39,-10.92%,16.46%,0.48,19.27
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_5x_15%_T3_3.0R_96H,5,0.15,126,62,64,35.71%,-9.36%,906.43,18.73%,9.18%,0.86,-0.74,13.16,-8.47,73.05,-25.99,13,0,43,-10.08%,18.73%,0.63,18.45
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_5x_15%_T2.4_无固定止盈_96H,5,0.15,52,24,28,34.62%,-11.28%,887.18,19.20%,8.76%,0.77,-2.17,20.99,-14.43,71.77,-44.91,8,0,19,-12.71%,18.19%,0.41,43.98
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_5x_10%_T3_3.0R_96H,5,0.10,109,55,54,35.78%,-11.13%,888.73,16.46%,5.99%,0.75,-1.02,8.64,-6.40,47.88,-16.89,13,0,39,-10.92%,16.46%,0.48,18.58
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_5x_10%_T2.4_3.0R_336H,5,0.10,51,24,27,29.41%,-10.46%,895.39,14.92%,5.90%,0.70,-2.05,15.95,-9.55,49.82,-29.02,16,0,19,-10.47%,14.30%,0.33,51.09
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_5x_15%_T2.4_3.0R_168H,5,0.15,42,18,24,30.95%,-17.31%,826.92,17.31%,6.21%,0.57,-4.12,17.42,-13.78,64.60,-32.26,10,0,15,-9.62%,15.29%,0.46,41.43
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_8x_15%_T3_无固定止盈_168H,8,0.15,139,65,74,36.69%,-11.21%,887.88,23.14%,14.35%,0.90,-0.81,19.67,-12.67,149.94,-39.06,18,0,48,-3.18%,20.83%,0.94,18.44
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_8x_15%_T3_无固定止盈_336H,8,0.15,139,65,74,36.69%,-11.21%,887.88,23.14%,14.35%,0.90,-0.81,19.67,-12.67,149.94,-39.06,18,0,48,-3.18%,20.83%,0.94,18.44
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_15%_T3_无固定止盈_168H,5,0.15,43,19,24,44.19%,-2.33%,976.72,23.52%,9.22%,0.96,-0.54,27.22,-22.52,68.82,-42.32,9,0,17,-12.13%,23.52%,0.55,66.09
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_5x_15%_T2.4_无固定止盈_96H,5,0.15,157,77,80,41.40%,-16.71%,832.86,20.60%,10.67%,0.76,-1.06,8.22,-7.62,74.95,-23.44,12,0,53,-7.19%,17.74%,0.77,12.56
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_5x_15%_T2.4_无固定止盈_168H,5,0.15,157,77,80,41.40%,-16.71%,832.86,20.60%,10.67%,0.76,-1.06,8.22,-7.62,74.95,-23.44,12,0,53,-7.19%,17.74%,0.77,12.56
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_5x_15%_T2.4_无固定止盈_336H,5,0.15,157,77,80,41.40%,-16.71%,832.86,20.60%,10.67%,0.76,-1.06,8.22,-7.62,74.95,-23.44,12,0,53,-7.19%,17.74%,0.77,12.56
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_5x_15%_T3_3.0R_168H,5,0.15,126,61,65,35.71%,-9.89%,901.15,18.73%,9.18%,0.86,-0.78,12.98,-8.43,72.62,-25.84,13,0,43,-10.08%,18.73%,0.63,19.05
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_5x_15%_T3_3.0R_336H,5,0.15,126,61,65,35.71%,-9.89%,901.15,18.73%,9.18%,0.86,-0.78,12.98,-8.43,72.62,-25.84,13,0,43,-10.08%,18.73%,0.63,19.05
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5x_20%_T2.4_无固定止盈_168H,5,0.20,42,19,23,33.33%,-7.79%,922.14,20.47%,8.22%,0.86,-1.85,32.83,-19.20,97.90,-50.85,12,0,15,-11.43%,18.68%,0.48,49.58
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_10x_10%_T2.4_无固定止盈_168H,10,0.10,42,19,23,33.33%,-7.79%,922.14,20.47%,8.22%,0.86,-1.85,32.83,-19.20,97.90,-50.85,12,0,15,-11.43%,18.68%,0.48,49.58
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_5x_15%_T3_3.0R_96H,5,0.15,127,62,65,35.43%,-10.10%,899.01,18.73%,9.18%,0.85,-0.80,13.05,-8.39,72.45,-25.77,13,0,43,-10.08%,18.73%,0.63,18.45
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_5x_20%_T3_无固定止盈_96H,5,0.20,42,19,23,30.95%,-16.15%,838.50,21.02%,13.99%,0.73,-3.85,33.15,-20.43,77.52,-57.65,6,0,16,-9.34%,21.02%,0.67,52.89
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_10x_10%_T3_无固定止盈_96H,10,0.10,42,19,23,30.95%,-16.15%,838.50,21.02%,13.99%,0.73,-3.85,33.15,-20.43,77.52,-57.65,6,0,16,-9.34%,21.02%,0.67,52.89
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_8x_10%_T3_无固定止盈_336H,8,0.10,37,17,20,32.43%,-11.35%,886.48,20.70%,11.32%,0.75,-3.07,29.03,-18.48,88.28,-48.69,7,0,15,-10.99%,20.70%,0.55,71.74
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_5x_10%_T2.4_无固定止盈_336H,5,0.10,53,24,29,32.08%,-11.07%,889.34,15.63%,5.90%,0.69,-2.09,14.31,-9.83,47.21,-29.06,14,0,20,-11.22%,15.01%,0.32,51.28
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_5x_10%_T2.4_无固定止盈_336H,5,0.10,51,24,27,29.41%,-11.24%,887.59,14.92%,5.90%,0.67,-2.20,15.28,-9.49,46.72,-28.76,16,0,19,-10.47%,14.30%,0.33,51.06
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_5x_10%_T2.4_3.0R_96H,5,0.10,149,72,77,38.93%,-17.52%,824.80,18.69%,7.52%,0.65,-1.18,5.56,-5.47,43.60,-15.38,12,0,54,-8.56%,15.64%,0.64,12.36
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_5x_10%_T2.4_3.0R_168H,5,0.10,149,72,77,38.93%,-17.52%,824.80,18.69%,7.52%,0.65,-1.18,5.56,-5.47,43.60,-15.38,12,0,54,-8.56%,15.64%,0.64,12.36
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_5x_10%_T2.4_3.0R_336H,5,0.10,149,72,77,38.93%,-17.52%,824.80,18.69%,7.52%,0.65,-1.18,5.56,-5.47,43.60,-15.38,12,0,54,-8.56%,15.64%,0.64,12.36
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_10%_T3_3.0R_336H,8,0.10,42,19,23,40.48%,0.29%,1002.92,26.99%,14.15%,1.00,0.07,34.63,-23.43,157.88,-65.57,10,0,17,-9.79%,26.99%,0.71,71.81
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_10%_T3_无固定止盈_168H,8,0.10,119,57,62,35.29%,-9.45%,905.53,19.85%,9.77%,0.86,-0.79,14.01,-8.87,107.63,-27.65,13,0,42,-9.76%,19.85%,0.67,19.83
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_10%_T3_无固定止盈_336H,8,0.10,119,57,62,35.29%,-9.45%,905.53,19.85%,9.77%,0.86,-0.79,14.01,-8.87,107.63,-27.65,13,0,42,-9.76%,19.85%,0.67,19.83
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_10x_20%_T3_无固定止盈_336H,10,0.20,35,15,20,45.71%,20.96%,1209.61,36.05%,16.22%,1.17,5.99,89.87,-64.64,247.82,-124.20,6,0,13,-13.26%,36.05%,0.73,83.59
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_8x_15%_T3_无固定止盈_96H,8,0.15,141,66,75,36.17%,-12.59%,874.13,23.14%,14.35%,0.89,-0.89,19.51,-12.46,147.62,-38.45,18,0,48,-3.18%,20.83%,0.94,17.79
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_15%_T3_无固定止盈_96H,8,0.15,43,19,24,39.53%,2.14%,1021.45,27.25%,14.47%,1.03,0.50,47.55,-30.26,121.25,-74.52,5,0,17,-14.25%,27.25%,0.64,54.65
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_5x_20%_T3_无固定止盈_168H,5,0.20,138,65,73,36.96%,-11.42%,885.80,20.14%,13.87%,0.88,-0.83,16.41,-10.93,127.40,-32.96,18,0,48,-5.62%,20.14%,0.87,18.39
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_5x_20%_T3_无固定止盈_336H,5,0.20,138,65,73,36.96%,-11.42%,885.80,20.14%,13.87%,0.88,-0.83,16.41,-10.93,127.40,-32.96,18,0,48,-5.62%,20.14%,0.87,18.39
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_10x_10%_T3_无固定止盈_168H,10,0.10,138,65,73,36.96%,-11.42%,885.80,20.14%,13.87%,0.88,-0.83,16.41,-10.93,127.40,-32.96,18,0,48,-5.62%,20.14%,0.87,18.39
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_10x_10%_T3_无固定止盈_336H,10,0.10,138,65,73,36.96%,-11.42%,885.80,20.14%,13.87%,0.88,-0.83,16.41,-10.93,127.40,-32.96,18,0,48,-5.62%,20.14%,0.87,18.39
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_8x_10%_T3_3.0R_168H,8,0.10,46,21,25,43.48%,1.51%,1015.06,28.51%,14.15%,1.02,0.33,34.09,-25.65,158.65,-65.89,10,0,18,-9.14%,28.51%,0.74,63.84
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_10%_T3_无固定止盈_96H,8,0.10,120,58,62,35.00%,-9.68%,903.23,19.85%,9.77%,0.86,-0.81,14.09,-8.83,107.36,-27.58,13,0,42,-9.76%,19.85%,0.67,19.19
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_10%_T2.4_3.0R_96H,5,0.10,63,28,35,34.92%,-13.50%,865.05,17.78%,5.99%,0.66,-2.14,12.15,-9.81,49.68,-27.28,9,0,24,-12.44%,16.19%,0.37,44.27
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_8x_10%_T2.4_3.0R_96H,8,0.10,160,78,82,41.25%,-16.80%,832.03,20.79%,11.34%,0.78,-1.05,9.15,-8.21,70.14,-24.99,12,0,55,-6.97%,19.47%,0.80,12.34
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_8x_10%_T2.4_3.0R_168H,8,0.10,160,78,82,41.25%,-16.80%,832.03,20.79%,11.34%,0.78,-1.05,9.15,-8.21,70.14,-24.99,12,0,55,-6.97%,19.47%,0.80,12.34
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_8x_10%_T2.4_3.0R_336H,8,0.10,160,78,82,41.25%,-16.80%,832.03,20.79%,11.34%,0.78,-1.05,9.15,-8.21,70.14,-24.99,12,0,55,-6.97%,19.47%,0.80,12.34
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_5x_20%_T3_无固定止盈_96H,5,0.20,139,66,73,36.69%,-11.70%,882.98,20.14%,13.87%,0.88,-0.84,16.48,-10.88,127.00,-32.85,18,0,48,-5.62%,20.14%,0.87,17.85
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_10x_10%_T3_无固定止盈_96H,10,0.10,139,66,73,36.69%,-11.70%,882.98,20.14%,13.87%,0.88,-0.84,16.48,-10.88,127.00,-32.85,18,0,48,-5.62%,20.14%,0.87,17.85
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_5x_20%_T3_3.0R_336H,5,0.20,43,20,23,39.53%,6.36%,1063.56,30.54%,14.96%,1.08,1.48,51.98,-31.54,214.40,-91.62,9,0,17,-10.25%,30.54%,0.75,78.54
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_10x_10%_T3_3.0R_336H,10,0.10,43,20,23,39.53%,6.36%,1063.56,30.54%,14.96%,1.08,1.48,51.98,-31.54,214.40,-91.62,9,0,17,-10.25%,30.54%,0.75,78.54
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_10x_15%_T3_无固定止盈_336H,10,0.15,31,14,17,38.71%,-7.34%,926.57,27.01%,14.26%,0.89,-2.37,50.11,-35.51,132.03,-63.92,6,0,12,-9.12%,27.01%,0.74,71.84
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_5x_15%_T2.4_3.0R_168H,5,0.15,40,18,22,30.00%,-15.11%,848.91,17.00%,6.21%,0.61,-3.78,19.38,-13.70,66.79,-33.36,12,0,15,-10.26%,15.89%,0.43,42.04
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_8x_20%_T3_无固定止盈_336H,8,0.20,32,14,18,40.62%,-5.51%,944.88,28.57%,15.16%,0.92,-1.72,52.06,-38.52,143.59,-70.00,6,0,12,-8.57%,28.57%,0.77,71.74
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_10%_T3_无固定止盈_168H,8,0.10,120,57,63,35.00%,-10.24%,897.62,19.85%,9.77%,0.85,-0.85,13.88,-8.79,106.69,-27.41,13,0,42,-9.76%,19.85%,0.67,19.81
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_10%_T3_无固定止盈_336H,8,0.10,120,57,63,35.00%,-10.24%,897.62,19.85%,9.77%,0.85,-0.85,13.88,-8.79,106.69,-27.41,13,0,42,-9.76%,19.85%,0.67,19.81
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_5x_10%_T2.4_无固定止盈_96H,5,0.10,146,71,75,39.04%,-17.92%,820.80,19.17%,7.52%,0.63,-1.23,5.32,-5.42,49.60,-15.38,12,0,52,-9.00%,15.22%,0.61,12.58
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_5x_10%_T2.4_无固定止盈_168H,5,0.10,146,71,75,39.04%,-17.92%,820.80,19.17%,7.52%,0.63,-1.23,5.32,-5.42,49.60,-15.38,12,0,52,-9.00%,15.22%,0.61,12.58
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_5x_10%_T2.4_无固定止盈_336H,5,0.10,146,71,75,39.04%,-17.92%,820.80,19.17%,7.52%,0.63,-1.23,5.32,-5.42,49.60,-15.38,12,0,52,-9.00%,15.22%,0.61,12.58
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_10%_T3_无固定止盈_96H,8,0.10,121,58,63,34.71%,-10.47%,895.34,19.85%,9.77%,0.85,-0.86,13.96,-8.75,106.42,-27.34,13,0,42,-9.76%,19.85%,0.67,19.18
1H波动压缩突破_R72_Q0.2_S2.2_8x_15%_T2.4_3.0R_96H,8,0.15,30,14,16,36.67%,-5.13%,948.72,18.65%,11.81%,0.80,-1.71,19.09,-13.75,53.53,-28.31,10,0,17,-15.67%,17.63%,0.19,11.29
1H波动压缩突破_R72_Q0.2_S2.2_8x_15%_T2.4_3.0R_168H,8,0.15,30,14,16,36.67%,-5.13%,948.72,18.65%,11.81%,0.80,-1.71,19.09,-13.75,53.53,-28.31,10,0,17,-15.67%,17.63%,0.19,11.29
1H波动压缩突破_R72_Q0.2_S2.2_8x_15%_T2.4_3.0R_336H,8,0.15,30,14,16,36.67%,-5.13%,948.72,18.65%,11.81%,0.80,-1.71,19.09,-13.75,53.53,-28.31,10,0,17,-15.67%,17.63%,0.19,11.29
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_5x_15%_T2.4_无固定止盈_168H,5,0.15,42,18,24,30.95%,-18.47%,815.32,18.47%,6.21%,0.53,-4.40,16.22,-13.64,63.69,-31.81,10,0,15,-9.62%,15.29%,0.46,41.47
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_5x_10%_T2.4_3.0R_168H,5,0.10,49,22,27,28.57%,-16.39%,836.05,16.39%,6.29%,0.51,-3.35,12.07,-9.51,43.98,-27.08,12,0,18,-10.41%,14.24%,0.34,43.46
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_5x_15%_T2.4_3.0R_96H,5,0.15,125,61,64,39.20%,-14.40%,856.02,18.03%,7.19%,0.75,-1.15,8.96,-7.67,67.46,-24.00,16,0,42,-7.62%,18.03%,0.71,12.81
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_5x_15%_T2.4_3.0R_168H,5,0.15,125,61,64,39.20%,-14.40%,856.02,18.03%,7.19%,0.75,-1.15,8.96,-7.67,67.46,-24.00,16,0,42,-7.62%,18.03%,0.71,12.81
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_5x_15%_T2.4_3.0R_336H,5,0.15,125,61,64,39.20%,-14.40%,856.02,18.03%,7.19%,0.75,-1.15,8.96,-7.67,67.46,-24.00,16,0,42,-7.62%,18.03%,0.71,12.81
1H波动压缩突破_R72_Q0.2_S2.2_8x_15%_T2.4_无固定止盈_96H,8,0.15,30,14,16,36.67%,-5.42%,945.82,18.65%,11.81%,0.79,-1.81,18.77,-13.72,44.48,-28.23,10,0,17,-15.67%,17.63%,0.19,11.31
1H波动压缩突破_R72_Q0.2_S2.2_8x_15%_T2.4_无固定止盈_168H,8,0.15,30,14,16,36.67%,-5.42%,945.82,18.65%,11.81%,0.79,-1.81,18.77,-13.72,44.48,-28.23,10,0,17,-15.67%,17.63%,0.19,11.31
1H波动压缩突破_R72_Q0.2_S2.2_8x_15%_T2.4_无固定止盈_336H,8,0.15,30,14,16,36.67%,-5.42%,945.82,18.65%,11.81%,0.79,-1.81,18.77,-13.72,44.48,-28.23,10,0,17,-15.67%,17.63%,0.19,11.31
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_5x_20%_T2.4_3.0R_168H,5,0.20,44,19,25,36.36%,-5.84%,941.65,21.81%,8.22%,0.90,-1.33,32.26,-20.52,104.25,-52.81,11,0,16,-12.92%,20.04%,0.45,49.94
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_10x_10%_T2.4_3.0R_168H,10,0.10,44,19,25,36.36%,-5.84%,941.65,21.81%,8.22%,0.90,-1.33,32.26,-20.52,104.25,-52.81,11,0,16,-12.92%,20.04%,0.45,49.94
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_8x_10%_T2.4_3.0R_96H,8,0.10,54,24,30,37.04%,-9.84%,901.56,21.06%,9.33%,0.82,-1.82,22.66,-16.22,81.84,-49.55,7,0,20,-14.00%,19.98%,0.42,44.18
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_8x_10%_T2.4_3.0R_96H,8,0.10,52,24,28,34.62%,-10.84%,891.62,20.38%,9.33%,0.79,-2.08,23.35,-15.55,80.49,-48.74,8,0,19,-13.53%,19.29%,0.41,44.01
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_10%_T2.4_无固定止盈_96H,5,0.10,63,28,35,34.92%,-14.76%,852.44,17.78%,5.99%,0.63,-2.34,11.38,-9.70,45.89,-26.88,9,0,24,-12.44%,16.19%,0.37,44.30
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_8x_20%_T3_3.0R_96H,8,0.20,52,23,29,42.31%,3.22%,1032.19,34.17%,23.07%,1.03,0.62,59.77,-42.76,184.45,-133.36,7,0,19,-6.91%,34.17%,0.88,53.92
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_15%_T3_3.0R_96H,10,0.15,49,22,27,42.86%,4.31%,1043.12,34.37%,17.86%,1.04,0.88,60.56,-43.88,178.16,-105.00,5,0,19,-8.69%,34.37%,0.86,52.79
